country,level1_name,level2_name,level3_name,level4_name,level4_id,lat,lon,ma_name,3_community,submissionid,48_enforcement_participation
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,abaf6124-f4c7-42d5-bba9-dac822b8525a,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,411c7c87-5563-4fd7-9eca-d66ebbc54324,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,ae81c656-c45e-4d30-9b54-9fcbafabc41b,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,96dcfb49-68ec-4e9f-94a4-8ae5d0fa0b8c,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,a85c0236-3e5b-412b-9b56-d0ad66540ae2,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,b34c71c2-908c-419b-95f1-72743d075b7e,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,33846d3c-99ca-4f4a-bb8f-29875151ea6e,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,a3fdb2fb-9e23-4970-81cc-c44041dd4cea,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,79278f1e-2a59-4084-b0d3-ff83adbc9a03,No
HND,Cortés,Puerto Cortés,,Travesía,467,15.862647,-87.905586,Puerto Cortés,Travesía,16ad77e2-c970-4133-8ab6-1d67984428ab,No
